tag,itens,categoria,modelo,serial,marca,valor,data_compra,fornecedor,po,nota_fiscal,uso,qtd,prateleira,rua,setor,box,conferido,local
IMP2508210030063,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030064,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030065,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030066,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030067,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030068,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030069,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030070,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030071,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030072,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030073,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030074,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030075,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030076,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030077,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030078,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030079,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030080,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030081,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030082,Item Importado,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030083,Item Importado,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030084,Item Importado,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030085,80 monitores,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030086,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030087,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030088,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030089,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030090,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030091,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030092,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030093,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030094,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030095,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030096,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030097,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030098,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030099,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030100,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030101,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030102,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030103,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030104,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030105,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030106,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030107,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030108,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030109,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030110,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030111,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030112,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030113,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030114,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030115,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030116,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030117,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030118,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030119,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030120,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030121,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030122,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030123,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030124,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030125,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030126,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030127,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030128,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030129,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030130,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030131,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030132,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030133,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030134,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030135,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030136,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030137,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030138,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030139,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030140,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030141,up2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030142,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030143,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030144,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030145,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030146,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030147,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030148,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030149,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030150,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030151,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030152,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030153,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030154,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030155,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030156,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030157,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030158,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030159,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030160,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030161,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030162,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030163,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030164,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030165,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030166,p2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030167,Item Importado,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030168,Item Importado,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030169,TVS,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030170,Tipo,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030171,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030172,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030173,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030174,Video Wall,audio e video,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030175,Video Wall,audio e video,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030176,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030177,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030178,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030179,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030180,Video Wall,audio e video,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030181,Video Wall,audio e video,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030182,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030183,Monitor,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030184,Monitor,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030185,Monitor,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030186,Monitor,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030187,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030188,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030189,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030190,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030191,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030192,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030193,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
